FeatureCode,FeatureName,FeatureType,DateCode,Measurement,Units,Value,Indicator (public transport)
S92000003,Scotland,Country,2009,Ratio,Percent Of Adults,75,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000008,East Ayrshire,Council Area,2010,Ratio,Percent Of Adults,72,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000006,Dumfries and Galloway,Council Area,2010,Ratio,Percent Of Adults,63,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000049,Glasgow City,Council Area,2009,Ratio,Percent Of Adults,83,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000048,Perth and Kinross,Council Area,2009,Ratio,Percent Of Adults,80,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000050,North Lanarkshire,Council Area,2009,Ratio,Percent Of Adults,73,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000034,Aberdeenshire,Council Area,2007,Ratio,Percent Of Adults,56,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000033,Aberdeen City,Council Area,2007,Ratio,Percent Of Adults,67,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000036,City of Edinburgh,Council Area,2007,Ratio,Percent Of Adults,84,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000035,Argyll and Bute,Council Area,2007,Ratio,Percent Of Adults,66,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000028,South Ayrshire,Council Area,2007,Ratio,Percent Of Adults,72,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000027,Shetland Islands,Council Area,2007,Ratio,Percent Of Adults,48,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000030,Stirling,Council Area,2007,Ratio,Percent Of Adults,61,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000029,South Lanarkshire,Council Area,2007,Ratio,Percent Of Adults,59,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000042,Dundee City,Council Area,2007,Ratio,Percent Of Adults,77,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000041,Angus,Council Area,2007,Ratio,Percent Of Adults,58,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000047,Fife,Council Area,2007,Ratio,Percent Of Adults,70,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000045,East Dunbartonshire,Council Area,2007,Ratio,Percent Of Adults,73,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000039,West Dunbartonshire,Council Area,2007,Ratio,Percent Of Adults,84,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000038,Renfrewshire,Council Area,2007,Ratio,Percent Of Adults,74,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000040,West Lothian,Council Area,2007,Ratio,Percent Of Adults,63,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000011,East Renfrewshire,Council Area,2007,Ratio,Percent Of Adults,72,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000010,East Lothian,Council Area,2007,Ratio,Percent Of Adults,72,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000014,Falkirk,Council Area,2007,Ratio,Percent Of Adults,71,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000013,Na h-Eileanan Siar,Council Area,2007,Ratio,Percent Of Adults,84,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000006,Dumfries and Galloway,Council Area,2007,Ratio,Percent Of Adults,65,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000005,Clackmannanshire,Council Area,2007,Ratio,Percent Of Adults,55,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000008,East Ayrshire,Council Area,2007,Ratio,Percent Of Adults,72,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000021,North Ayrshire,Council Area,2007,Ratio,Percent Of Adults,71,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000020,Moray,Council Area,2007,Ratio,Percent Of Adults,61,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000026,Scottish Borders,Council Area,2007,Ratio,Percent Of Adults,52,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000023,Orkney Islands,Council Area,2007,Ratio,Percent Of Adults,49,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000018,Inverclyde,Council Area,2007,Ratio,Percent Of Adults,80,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000017,Highland,Council Area,2007,Ratio,Percent Of Adults,56,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000019,Midlothian,Council Area,2007,Ratio,Percent Of Adults,73,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000028,South Ayrshire,Council Area,2008,Ratio,Percent Of Adults,74,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000027,Shetland Islands,Council Area,2008,Ratio,Percent Of Adults,58,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000030,Stirling,Council Area,2008,Ratio,Percent Of Adults,67,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000029,South Lanarkshire,Council Area,2008,Ratio,Percent Of Adults,72,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000021,North Ayrshire,Council Area,2008,Ratio,Percent Of Adults,76,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000020,Moray,Council Area,2008,Ratio,Percent Of Adults,65,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000026,Scottish Borders,Council Area,2008,Ratio,Percent Of Adults,62,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000023,Orkney Islands,Council Area,2008,Ratio,Percent Of Adults,57,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000038,Renfrewshire,Council Area,2008,Ratio,Percent Of Adults,67,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000036,City of Edinburgh,Council Area,2008,Ratio,Percent Of Adults,86,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000040,West Lothian,Council Area,2008,Ratio,Percent Of Adults,67,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000039,West Dunbartonshire,Council Area,2008,Ratio,Percent Of Adults,93,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000034,Aberdeenshire,Council Area,2008,Ratio,Percent Of Adults,55,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000033,Aberdeen City,Council Area,2008,Ratio,Percent Of Adults,68,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000035,Argyll and Bute,Council Area,2008,Ratio,Percent Of Adults,70,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000005,Clackmannanshire,Council Area,2008,Ratio,Percent Of Adults,62,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S92000003,Scotland,Country,2007,Ratio,Percent Of Adults,69,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000008,East Ayrshire,Council Area,2008,Ratio,Percent Of Adults,64,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000006,Dumfries and Galloway,Council Area,2008,Ratio,Percent Of Adults,67,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000049,Glasgow City,Council Area,2007,Ratio,Percent Of Adults,75,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000048,Perth and Kinross,Council Area,2007,Ratio,Percent Of Adults,71,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000050,North Lanarkshire,Council Area,2007,Ratio,Percent Of Adults,65,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000017,Highland,Council Area,2008,Ratio,Percent Of Adults,55,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000014,Falkirk,Council Area,2008,Ratio,Percent Of Adults,74,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000019,Midlothian,Council Area,2008,Ratio,Percent Of Adults,79,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000018,Inverclyde,Council Area,2008,Ratio,Percent Of Adults,76,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000011,East Renfrewshire,Council Area,2008,Ratio,Percent Of Adults,72,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000010,East Lothian,Council Area,2008,Ratio,Percent Of Adults,69,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000013,Na h-Eileanan Siar,Council Area,2008,Ratio,Percent Of Adults,90,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000048,Perth and Kinross,Council Area,2012,Ratio,Percent Of Adults,69,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000047,Fife,Council Area,2012,Ratio,Percent Of Adults,71,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000050,North Lanarkshire,Council Area,2012,Ratio,Percent Of Adults,72,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000049,Glasgow City,Council Area,2012,Ratio,Percent Of Adults,83,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000041,Angus,Council Area,2012,Ratio,Percent Of Adults,66,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000040,West Lothian,Council Area,2012,Ratio,Percent Of Adults,64,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000045,East Dunbartonshire,Council Area,2012,Ratio,Percent Of Adults,76,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000042,Dundee City,Council Area,2012,Ratio,Percent Of Adults,66,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000010,East Lothian,Council Area,2013,Ratio,Percent Of Adults,73,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000008,East Ayrshire,Council Area,2013,Ratio,Percent Of Adults,72,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000013,Na h-Eileanan Siar,Council Area,2013,Ratio,Percent Of Adults,75,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000011,East Renfrewshire,Council Area,2013,Ratio,Percent Of Adults,82,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000005,Clackmannanshire,Council Area,2013,Ratio,Percent Of Adults,70,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S92000003,Scotland,Country,2012,Ratio,Percent Of Adults,72,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000006,Dumfries and Galloway,Council Area,2013,Ratio,Percent Of Adults,65,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000027,Shetland Islands,Council Area,2012,Ratio,Percent Of Adults,65,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000026,Scottish Borders,Council Area,2012,Ratio,Percent Of Adults,61,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000029,South Lanarkshire,Council Area,2012,Ratio,Percent Of Adults,71,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000028,South Ayrshire,Council Area,2012,Ratio,Percent Of Adults,69,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000021,North Ayrshire,Council Area,2012,Ratio,Percent Of Adults,70,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000020,Moray,Council Area,2012,Ratio,Percent Of Adults,64,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000023,Orkney Islands,Council Area,2012,Ratio,Percent Of Adults,73,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000036,City of Edinburgh,Council Area,2012,Ratio,Percent Of Adults,86,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000035,Argyll and Bute,Council Area,2012,Ratio,Percent Of Adults,62,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000039,West Dunbartonshire,Council Area,2012,Ratio,Percent Of Adults,77,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000038,Renfrewshire,Council Area,2012,Ratio,Percent Of Adults,76,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000033,Aberdeen City,Council Area,2012,Ratio,Percent Of Adults,61,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000030,Stirling,Council Area,2012,Ratio,Percent Of Adults,67,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000034,Aberdeenshire,Council Area,2012,Ratio,Percent Of Adults,61,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000041,Angus,Council Area,2013,Ratio,Percent Of Adults,72,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000040,West Lothian,Council Area,2013,Ratio,Percent Of Adults,63,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000045,East Dunbartonshire,Council Area,2013,Ratio,Percent Of Adults,69,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000042,Dundee City,Council Area,2013,Ratio,Percent Of Adults,69,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000036,City of Edinburgh,Council Area,2013,Ratio,Percent Of Adults,86,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000035,Argyll and Bute,Council Area,2013,Ratio,Percent Of Adults,78,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000039,West Dunbartonshire,Council Area,2013,Ratio,Percent Of Adults,83,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000038,Renfrewshire,Council Area,2013,Ratio,Percent Of Adults,67,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S92000003,Scotland,Country,2013,Ratio,Percent Of Adults,71,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000050,North Lanarkshire,Council Area,2013,Ratio,Percent Of Adults,77,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000006,Dumfries and Galloway,Council Area,2014,Ratio,Percent Of Adults,61,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000005,Clackmannanshire,Council Area,2014,Ratio,Percent Of Adults,63,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000048,Perth and Kinross,Council Area,2013,Ratio,Percent Of Adults,77,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000047,Fife,Council Area,2013,Ratio,Percent Of Adults,77,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000049,Glasgow City,Council Area,2013,Ratio,Percent Of Adults,77,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000020,Moray,Council Area,2013,Ratio,Percent Of Adults,59,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000019,Midlothian,Council Area,2013,Ratio,Percent Of Adults,72,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000023,Orkney Islands,Council Area,2013,Ratio,Percent Of Adults,77,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000021,North Ayrshire,Council Area,2013,Ratio,Percent Of Adults,77,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000017,Highland,Council Area,2013,Ratio,Percent Of Adults,52,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000014,Falkirk,Council Area,2013,Ratio,Percent Of Adults,58,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000018,Inverclyde,Council Area,2013,Ratio,Percent Of Adults,75,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000030,Stirling,Council Area,2013,Ratio,Percent Of Adults,75,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000029,South Lanarkshire,Council Area,2013,Ratio,Percent Of Adults,67,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000034,Aberdeenshire,Council Area,2013,Ratio,Percent Of Adults,55,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000033,Aberdeen City,Council Area,2013,Ratio,Percent Of Adults,58,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000027,Shetland Islands,Council Area,2013,Ratio,Percent Of Adults,60,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000026,Scottish Borders,Council Area,2013,Ratio,Percent Of Adults,58,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000028,South Ayrshire,Council Area,2013,Ratio,Percent Of Adults,65,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000011,East Renfrewshire,Council Area,2011,Ratio,Percent Of Adults,79,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000010,East Lothian,Council Area,2011,Ratio,Percent Of Adults,79,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000014,Falkirk,Council Area,2011,Ratio,Percent Of Adults,77,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000013,Na h-Eileanan Siar,Council Area,2011,Ratio,Percent Of Adults,76,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000005,Clackmannanshire,Council Area,2011,Ratio,Percent Of Adults,83,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S92000003,Scotland,Country,2010,Ratio,Percent Of Adults,74,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000008,East Ayrshire,Council Area,2011,Ratio,Percent Of Adults,75,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000006,Dumfries and Galloway,Council Area,2011,Ratio,Percent Of Adults,65,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000021,North Ayrshire,Council Area,2011,Ratio,Percent Of Adults,86,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000020,Moray,Council Area,2011,Ratio,Percent Of Adults,69,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000026,Scottish Borders,Council Area,2011,Ratio,Percent Of Adults,58,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000023,Orkney Islands,Council Area,2011,Ratio,Percent Of Adults,55,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000018,Inverclyde,Council Area,2011,Ratio,Percent Of Adults,88,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000017,Highland,Council Area,2011,Ratio,Percent Of Adults,60,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000019,Midlothian,Council Area,2011,Ratio,Percent Of Adults,78,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000038,Renfrewshire,Council Area,2010,Ratio,Percent Of Adults,84,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000036,City of Edinburgh,Council Area,2010,Ratio,Percent Of Adults,89,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000040,West Lothian,Council Area,2010,Ratio,Percent Of Adults,72,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000039,West Dunbartonshire,Council Area,2010,Ratio,Percent Of Adults,88,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000034,Aberdeenshire,Council Area,2010,Ratio,Percent Of Adults,57,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000033,Aberdeen City,Council Area,2010,Ratio,Percent Of Adults,70,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000035,Argyll and Bute,Council Area,2010,Ratio,Percent Of Adults,71,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000048,Perth and Kinross,Council Area,2010,Ratio,Percent Of Adults,71,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000047,Fife,Council Area,2010,Ratio,Percent Of Adults,73,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000050,North Lanarkshire,Council Area,2010,Ratio,Percent Of Adults,77,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000049,Glasgow City,Council Area,2010,Ratio,Percent Of Adults,80,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000042,Dundee City,Council Area,2010,Ratio,Percent Of Adults,72,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000041,Angus,Council Area,2010,Ratio,Percent Of Adults,72,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000045,East Dunbartonshire,Council Area,2010,Ratio,Percent Of Adults,76,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000005,Clackmannanshire,Council Area,2012,Ratio,Percent Of Adults,69,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S92000003,Scotland,Country,2011,Ratio,Percent Of Adults,76,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000008,East Ayrshire,Council Area,2012,Ratio,Percent Of Adults,71,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000006,Dumfries and Galloway,Council Area,2012,Ratio,Percent Of Adults,59,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000048,Perth and Kinross,Council Area,2011,Ratio,Percent Of Adults,68,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000047,Fife,Council Area,2011,Ratio,Percent Of Adults,77,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000050,North Lanarkshire,Council Area,2011,Ratio,Percent Of Adults,73,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000049,Glasgow City,Council Area,2011,Ratio,Percent Of Adults,80,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000017,Highland,Council Area,2012,Ratio,Percent Of Adults,53,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000014,Falkirk,Council Area,2012,Ratio,Percent Of Adults,67,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000019,Midlothian,Council Area,2012,Ratio,Percent Of Adults,83,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000018,Inverclyde,Council Area,2012,Ratio,Percent Of Adults,78,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000011,East Renfrewshire,Council Area,2012,Ratio,Percent Of Adults,88,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000010,East Lothian,Council Area,2012,Ratio,Percent Of Adults,77,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000013,Na h-Eileanan Siar,Council Area,2012,Ratio,Percent Of Adults,82,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000033,Aberdeen City,Council Area,2011,Ratio,Percent Of Adults,71,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000030,Stirling,Council Area,2011,Ratio,Percent Of Adults,79,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000035,Argyll and Bute,Council Area,2011,Ratio,Percent Of Adults,64,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000034,Aberdeenshire,Council Area,2011,Ratio,Percent Of Adults,60,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000028,South Ayrshire,Council Area,2011,Ratio,Percent Of Adults,79,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000027,Shetland Islands,Council Area,2011,Ratio,Percent Of Adults,51,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000029,South Lanarkshire,Council Area,2011,Ratio,Percent Of Adults,70,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000041,Angus,Council Area,2011,Ratio,Percent Of Adults,80,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000040,West Lothian,Council Area,2011,Ratio,Percent Of Adults,68,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000045,East Dunbartonshire,Council Area,2011,Ratio,Percent Of Adults,79,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000042,Dundee City,Council Area,2011,Ratio,Percent Of Adults,73,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000038,Renfrewshire,Council Area,2011,Ratio,Percent Of Adults,84,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000036,City of Edinburgh,Council Area,2011,Ratio,Percent Of Adults,92,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
S12000039,West Dunbartonshire,Council Area,2011,Ratio,Percent Of Adults,89,Percentage Of Adults Reporting that they are Very or Fairly Satisfied with Public Transport
